ID,vol,author,add1,x,y,,
2156,,王克義,崞縣,112.75152,38.88332,,
2157,,蔣宗簡,鄞縣,121.54266,29.86632,,
2159,,朱善,豐城,115.78578,28.19775,,
2160,,戴良,浦江,119.88368,29.45871,,
2161,,梁樞,濬州,114.5443,35.66838,,
2162,,吳德昭,鄱陽,116.66383,28.99417,,
2168,,王天祥,平江,113.57494,28.70981,,
2170,,李廷傑,安福,114.60845,27.38246,,
2171,,劉麟瑞,南豐,116.52993,27.21431,,
2181,,譚觀,臨川,116.35134,27.98478,,
2182,,張潔,樂安,118.40031,37.0498,,
2185,,徐持敬,淳安,118.96516,29.61229,,
2186,,汪元相,祁門,117.70698,29.85415,,
2191,,趙公諒,臨潼,109.21272,34.36835,,
2192,,江孚,常山,118.50266,28.90373,,
2193,,張復,建安,118.32378,27.03886,,
2199,,方道叡,淳安,118.96516,29.61229,,
2200,,余宣,衢縣,118.88,28.97,,
2201,,陳泌,奉化,121.40691,29.65166,,
2204,,温迪罕,蓋州,122.3695,40.3967,,
2207,,王理,南鄭,107.03519,33.07648,,
2208,,張采,崇德,120.41874,30.53045,,
2211,,囊加歹,濟陽,117.21024,36.97194,,
2212,,胡（氵或火）,東陽,120.22798,29.26057,,
2213,,馬治,宜興,119.81438,31.36364,,
2214,,盧亘,濮陽,115.07806,35.65017,,
2215,,謝升孫,南城,116.62745,27.55972,,
2216,,李世安,大都,116.46,39.92,,
2218,,孔思迪,曲阜,116.98606,35.59755,,
2221,,俞俊,上海,121.48676,31.22443,,
2222,,董圭,膠水,119.94828,36.78824,,
2223,,董珪,祁州,115.31509,38.41234,,
2225,,王文燁,鄒平,117.72535,36.8847,,
2227,,應奎翁,天台,121.02656,29.13826,,
2233,,衛元凱,陽城,112.418,35.49059,,
2237,,宋夢鼎,淳安,118.96516,29.61229,,
2241,,薛簡,光化,111.62382,32.46271,,
2249,,公哥兒監藏班藏卜,,88,28.87,,
2250,,李默,永嘉,120.65322,28.01829,,
2252,,虞志道,晉陵,119.9523,31.78278,,
2253,,王益,登封,113.02462,34.45582,,
2254,,張敏,耀州,108.97147,34.91327,,
2255,,郭嘉,林州,113.81281,36.0688,,
2256,,郭繼祖,涿州,115.96815,39.48722,,
2257,,郭公葵,黄巖,121.27,28.64,,
2258,,石仁博,義烏,120.07162,29.30009,,
2261,,石克明,衡山,112.85242,27.24565,,
2264,,釋良琦,姑蘇,120.62,31.32,,
2271,,張緒,宿州,116.9714,33.64237,,
2273,,吳海,閩縣,119.32158,26.07395,,
2274,,趙访,休寧,118.17577,29.78119,,
2275,,劉性,安成,114.97,27.12,,
2277,,舒遠,績溪,118.58411,30.07777,,
2278,,舒遜,績溪,118.58411,30.07777,,
2279,,何克明,衡山,112.85242,27.24565,,
2280,,黄常,臨川,116.35134,27.98478,,
2281,,陳泗孔,衡陽,112.59704,26.90162,,
2286,,陳櫸,盱江,116.34,28,,
2290,,趙雍,吳興,120.1,30.86,,
2291,,王士點,東平,125.52363,42.66988,,
2294,,王榮忠,岳州,113.09766,29.37126,,
2295,,王仲安,甘泉,109.34457,36.27863,,
2297,,吳廷實,鈞州,113.46706,34.16249,,
2301,,葉恒,鄞縣,121.54266,29.86632,,
2308,,范匯,廬陵,114.97128,27.10324,,
2309,,王定鼇,泰安,117.12719,36.189,,
2314,,李惟明,汶川,103.57815,31.47779,,
2316,,汪曙,婺源,117.84459,29.24473,,
2318,,陳奎,汝南,114.21797,32.99333,,
2319,,張紳,江都,119.43719,32.39127,,
2320,,尚師簡,保定,116.36626,39.00622,,
2322,,屠性,諸暨,120.22766,29.71314,,
2324,,朱公遷,樂平,113.6968,37.60836,,
2325,,黄師郯,興寧,113.40067,25.96988,,
2327,,商企翁,濟陰,115.28286,34.99095,,
2328,,舒慶遠,靖安,115.35664,28.86102,,
2330,,曾貫,太和,115.60896,33.16544,,
2331,,葛聞孫,合肥,117.27646,31.86446,,
2332,,賈志道,范陽,115.96815,39.48722,,
2337,,李大亨,壽陽,113.16871,37.88678,,
2338,,李幹臣,定襄,112.94377,38.49269,,
2340,,左克明,豫章,115.89772,28.6749,,
2341,,王綱,長子,112.87379,36.11993,,
2342,,王褘,義烏,120.07162,29.30009,,
2344,,胡行簡,新喻,114.93114,27.80408,,
2345,,徐中,山陰,112.94273,39.44044,,
2346,,謝一魯,瀏陽,113.62144,28.14957,,
2347,,徐昺,安陽,114.3455,36.09834,,
2348,,徐慧,廬陵,114.97128,27.10324,,
2349,,徐觀,玉山,118.24018,28.6796,,
2350,,朱濂,義烏,120.07162,29.30009,,
2352,,黄元實,邵武,117.4834,27.33769,,
2353,,李蒙,安新,115.92,38.92,,
2354,,何貞立,長沙,112.97813,28.1982,,
2355,,陳友慶,保寧,103.3161,31.511,,
2360,,虞執中,望江,116.67433,30.12354,,
2362,,劉有慶,眉山,103.83146,30.0505,,
2364,,趙權,句容,119.16274,31.94654,,
2365,,顧盟,甬東,122.11,30.03,,
2366,,蘇若思,濟州,116.598,36.39659,,
2368,,趙延之,太原,112.56483,37.87375,,
2369,,陳璧,鄒縣,116.96727,35.40276,,
2373,,張醇,東平,125.52363,42.66988,,
2375,,崔佐,文登,122.05669,37.19306,,
2376,,李止,歷城,117.00149,36.65013,,
2380,,馬熙,安仁,116.90326,28.40443,,
2382,,李桓,杭州,120.16862,30.29412,,
2384,,韓祺,婺州,119.64992,29.10471,,
2386,,林仲節,寧德,119.51727,26.66122,,
2387,,舒叔獻,寧海,121.42555,29.28362,,
2388,,李祖仁,隴西,104.6356,35.00714,,
2390,,李子貴,松江,121.24,31,,
2391,,王宜振,眉山,103.83146,30.0505,,
2392,,王元恭,蠡州,115.5747,38.49006,,
2394,,皮霖,清江,115.39899,28.01557,,
2395,,胡周孫,臨川,116.35134,27.98478,,
2398,,江光啟,歙縣,118.43394,29.86577,,
2399,,宋紹昌,高平,112.91959,35.79206,,
2401,,白景亮,南陽,112.53547,33.00168,,
2407,,盧熊,崑山,120.94823,31.38611,,
2408,,王鏽,安平,115.51058,38.23053,,
2410,,孔克欽,曲阜,116.98606,35.59755,,
2411,,曹道振,沙縣,117.78179,26.39761,,
2412,,王世寶,河内,112.92,35.08,,
2414,,司廙,恩縣,116.27579,37.15112,,
2416,,吳程,婺源,117.84459,29.24473,,
2419,,張俊德,犁邱,116.86,37.2,,
2420,,張勤,成都,104.078,30.65038,,
2421,,張在輿,絳州,111.21615,35.61641,,
2424,,王烈,平定,113.62227,37.80204,,
2425,,曹裕,吳縣,120.61862,31.31271,,
2429,,李德昭,新城,115.98756,39.24595,,
2430,,楊士弘,襄城,113.47237,33.85369,,
2431,,靳榮,曲沃,111.47002,35.64129,,
2433,,應才,錢塘,120.16862,30.29412,,
2436,,林彬祖,麗水,119.91301,28.44873,,
2437,,練魯,松陽,119.48534,28.45075,,
2438,,張士堅,大名,115.13826,36.24564,,
2439,,李鑑,清豐,115.11004,35.90877,,
2441,,王璛,嵊縣,120.81528,29.58749,,
2443,,周自得,新喻,114.93114,27.80408,,
2446,,朱禮,新城,115.98756,39.24595,,
2449,,唐棣,吳興,120.1,30.86,,
2451,,陳世昌,錢唐,120.19,30.26,,
2452,,林似祖,麗水,119.91301,28.44873,,
2453,,楊本,鄱陽,116.66383,28.99417,,
2454,,韓復生,長沙,112.97813,28.1982,,
2456,,張端,江陰,120.26609,31.90877,,
2457,,王蒙,吳興,120.1,30.86,,
2458,,丁德孫,鄞縣,121.54266,29.86632,,
2462,,錢義方,湖州,120.09931,30.86496,,
2463,,周宗元,嵊縣,120.81528,29.58749,,
2467,,呂巽,大名,115.13826,36.24564,,
2469,,陳應潤,天台,121.02656,29.13826,,
2472,,張惟善,忻州,112.7312,38.39856,,
2475,,董立,咸寧,108.93719,34.31799,,
2476,,張允中,靈石,111.77622,36.84215,,
2477,,胡默,婺源,117.84459,29.24473,,
2478,,王敬方,洛陽,112.38263,34.66528,,
2481,,許肯嚴,洪洞,111.68292,36.2594,,
2483,,李俞,汝州,112.83702,34.16176,,
2485,,陳垚道,檇李,120.76,30.77,,
2487,,張羽,潯陽,115.98568,29.72236,,
2488,,張羽,海昌,120.69,30.53,,
2490,,張潛文,桓臺,118.05,36.78,,
2491,,羅汝成,望江,116.67433,30.12354,,
2493,,周泰,東平,125.52363,42.66988,,
2495,,劉景元,四明,121.56,29.86,,
2496,,李庭遹,潞州,113.10349,36.18354,,
2498,,沈貞,長興,119.90138,31.01389,,
2500,,汪仲魯,婺源,117.84459,29.24473,,
2503,,李曄,錢塘,120.16862,30.29412,,
2504,,郭奎（,巢縣,117.86484,31.60174,,
2505,,鄭大和,浦江,119.88368,29.45871,,
2506,,吳會,金谿,116.77626,27.91008,,
2507,,黄樞,休寧,118.17577,29.78119,,
2508,,烏斯道,慈溪,121.23,30.18,,
2509,,釋來復,豐城,115.78578,28.19775,,
2510,,劉楚,泰和,114.89487,26.7921,,
2511,,殷奎,崑山,120.94823,31.38611,,
2512,,劉昺,鄱陽,116.66383,28.99417,,
2513,,吕不用,新昌,120.90211,29.49465,,
2514,,曾堅,臨川,116.35134,27.98478,,
2516,,賴良,天台,121.02656,29.13826,,
2517,,姚桐壽,桐廬,119.66494,29.80246,,
2518,,金涓,義烏,120.07162,29.30009,,
2519,,鄭欽,浦江,119.88368,29.45871,,
2524,,潘庭堅,當塗,118.48344,31.55568,,
2526,,鄭濤（,浦江,119.88368,29.45871,,
2527,,鄭泳,浦江,119.88368,29.45871,,
2529,,張孟兼,浦江,119.88368,29.45871,,
2530,,唐肅,山陰,112.94273,39.44044,,
2531,,梁遺,汝州,112.83702,34.16176,,
2532,,曹復亨,濟寧,116.59,35.38,,
2535,,陳方,鎮江,119.44,32.2,,
2538,,姚庸,稷山,110.97883,35.60216,,
2541,,朱模,休寧,118.17577,29.78119,,
2542,,普達世理,公安,112.22649,30.05753,,
2543,,王謙,錢唐,120.19,30.26,,
2544,,陳麟,永嘉,120.65322,28.01829,,
2545,,章溢,龍泉,119.12091,28.08256,,
2547,,王守愚,河内,112.92,35.08,,
2548,,周達翁,政和,118.85319,27.3721,,
2550,,程淵,行唐,114.54361,38.43607,,
2551,,趙友正,浚儀,114.34333,34.78548,,
2552,,趙篔翁,聞喜,111.21721,35.35772,,
2554,,廉維方,耀州,108.97147,34.91327,,
2555,,雷復,南昌,115.89772,28.6749,,
2556,,唐慤,南陽,112.53547,33.00168,,
2558,,史致中,眉州,103.83146,30.0505,,
2561,,曹立,海虞,120.74,31.64,,
2564,,申嵩,河南,112.38263,34.66528,,
2565,,潘詡,濟南,117,36.65,,
2566,,崔存,嵊縣,120.81528,29.58749,,
2576,,李本,臨川,116.35134,27.98478,,
2577,,陽明復,常寧,112.38709,26.40726,,
2580,,王泰來,瑞陽,115.38,28.42,,
2583,,吕誠,崑山,120.94823,31.38611,,
2584,,劉沂,河間,116.08553,38.4357,,
2588,,張世昌,烏程,120.09931,30.86496,,
2590,,楊樸,沙河,114.35181,36.88463,,
2592,,張守大,洪洞,111.68292,36.2594,,
2595,,卓說,慶元,119.05132,27.6142,,
2596,,卓彌高,清源,112.509,37.55718,,
2599,,徐昌,杭州,120.16862,30.29412,,
2601,,黄昭,樂安,118.40031,37.0498,,
2602,,劉中,錢塘,120.16862,30.29412,,
2603,,張佶,臨川,116.35134,27.98478,,
2605,,王演,臨清,115.70152,36.84621,,
2606,,陳雷,嘉興,120.7532,30.76747,,
2607,,釋祖瑛,吳江,120.63779,31.16706,,
2609,,趙承禧,晉寧,102.58,24.68,,
2613,,李溶,安平,115.51058,38.23053,,
2616,,沈景顏,嘉興,120.7532,30.76747,,
2618,,張兑,慈利,111.12171,29.42634,,
2620,,鄭淵,浦江,119.88368,29.45871,,
2624,,王宗哲,無極,114.96936,38.17673,,
2625,,黎載,臨川,116.35134,27.98478,,
2626,,成晉,易州,115.49348,39.34904,,
2627,,賈元,長壽,112.58926,31.16983,,
2632,,吳國英,歙縣,118.43394,29.86577,,
2634,,汪斌,婺源,117.84459,29.24473,,
2637,,汪大淵,南昌,115.89772,28.6749,,
2643,,沈文衡,衢州,118.86765,28.95682,,
2644,,張鏞,晉寧,102.58,24.68,,
2647,,程禀直,壺關,113.19962,36.1135,,
2648,,陸仁,河南,112.38263,34.66528,,
2653,,孔克齊,溧陽,119.486,31.43071,,
2655,,胡雲夫,德安,115.74503,29.33056,,
2656,,熊坃,建陽,118.10537,27.33988,,
2657,,楊椿,眉山,103.83146,30.0505,,
2658,,魯淵,淳安,118.96516,29.61229,,
2659,,馬思道,清豐,115.11004,35.90877,,
2660,,任惟孝,延安,110.0152,36.47754,,
2661,,張行,河東,110.33231,34.83513,,
2664,,張宣,江陰,120.26609,31.90877,,
2665,,晉鵬,上黨,113.10348,36.18354,,
2666,,元鼎,天台,121.02656,29.13826,,
2669,,張紳,膠州,120.0073,36.30003,,
2670,,姜漸,諸暨,120.22766,29.71314,,
2674,,舒恭,四明,121.56,29.86,,
2676,,潘從善,黄巖,121.27,28.64,,
2677,,劉遵魯,登州,112.08096,32.68483,,
2680,,顧彧,上海,121.48676,31.22443,,
2681,,蘇夢淵,慈谿,121.23,30.18,,
2682,,董彝,樂平,113.6968,37.60836,,
2684,,欒鳳,高郵,119.43733,32.79071,,
2686,,龐隆,蘇州,120.61862,31.31271,,
2687,,周潤祖,臨海,121.1206,28.84313,,
2688,,高暘,瑞安,120.63069,27.79051,,
2690,,孫著,洛陽,112.38263,34.66528,,
2693,,程伯洺,新安,115.92821,38.92518,,
2694,,陸廣,姑蘇,120.62,31.32,,
2695,,胡隆臣,山陰,112.94273,39.44044,,
2696,,盛熙明,豫章,115.89772,28.6749,,
2699,,李吉,濟南,117,36.65,,
2700,,李源溥,富平,109.16157,34.75443,,
2703,,苗秉為,潞城,113.22115,36.33509,,
2704,,熊凱,蒲圻,113.87461,29.70835,,
2707,,韓準,沛縣,116.92695,34.738,,
2710,,海牙,高昌,89.5878,42.7987,,
2713,,蕭廷宸,平江,113.57494,28.70981,,
2715,,程斗,開化,118.40488,29.14485,,
2718,,王炎,濟南,117,36.65,,
2720,,甘瑾,鄱陽,116.66383,28.99417,,
2722,,張中,九江,115.97,29.71,,
2723,,王敬,歷城,117.00149,36.65013,,
2724,,沈石,吳興,120.1,30.86,,
2725,,毛南翰,黃巌,121.27,28.64,,
2726,,馬麐,太倉,121.1,31.45,,
2729,,范祖幹,金華,119.64992,29.10471,,
2731,,沈明遠,吳興,120.1,30.86,,
2733,,高執中,易州,115.49348,39.34904,,
2736,,喻立,清江,115.39899,28.01557,,
2737,,陳性定,縉雲,120.05844,28.64839,,
2738,,王思明,廬陵,114.97128,27.10324,,
2740,,吳翱,望江,116.67433,30.12354,,
2742,,左遵道,介休,111.91216,37.02647,,
2744,,傅德潤,臨川,116.35134,27.98478,,
2745,,辜中,豫章,115.89772,28.6749,,
2746,,趙宜浩,山陰,112.94273,39.44044,,
2747,,張叔温,雲中,113.29639,40.09284,,
2749,,陳穎,東莞,113.74982,23.04662,,
2753,,趙浚明,宜州,108.65588,24.49073,,
2756,,董立,咸寧,108.93719,34.31799,,
2757,,釋克新,鄱陽,116.66383,28.99417,,
2760,,張遜,吳縣,120.61862,31.31271,,
2761,,張昭,邢臺,114.49426,37.06636,,
2766,,李貴,安陽,114.3455,36.09834,,
2772,,王士綱,長子,112.87379,36.11993,,
2773,,劉傑,金溪,116.77,27.92,,
2776,,羅從政,豫章,115.89772,28.6749,,
2777,,張霖,河南,112.38263,34.66528,,
2778,,黄紹,臨川,116.35134,27.98478,,
2780,,毛元慶,吉水,115.13225,27.21437,,
2781,,劉允,魯山,112.90194,33.73712,,
2782,,胡賓元,深州,115.54887,38.01173,,
2783,,陶凱,臨海,121.1206,28.84313,,
2786,,許從宣,河内,112.92,35.08,,
2787,,陳及時,東陽,120.22798,29.26057,,
2793,,韓宗烈,臨汾,111.51543,36.07804,,
2797,,于潛,益都,118.4781,36.69748,,
2798,,李纘,弋陽,117.42131,28.40188,,
2799,,吕宗傑,東原,116.3,35.91,,
2804,,傅箕,豫章,115.89772,28.6749,,
2805,,張性,金谿,116.77626,27.91008,,
2809,,吳鑒,閩縣,119.32158,26.07395,,
2810,,吳元喆,臨川,116.35134,27.98478,,
2811,,解傑,永嘉,120.65322,28.01829,,
2812,,謝震,丹徒,119.44429,32.20649,,
2816,,趙奕,吳興,120.1,30.86,,
2817,,孔克表,平陽,120.55644,27.67572,,
2823,,潘懇,白水,109.58706,35.18162,,
2825,,陳達,永嘉,120.65322,28.01829,,
2829,,段昺,浮山,111.84244,35.96744,,
2831,,姜思齊,長山,117.86491,36.88238,,
2834,,曹本,大名,115.13826,36.24564,,
2835,,林希元,天台,121.02656,29.13826,,
2836,,盧希古,襄陵,111.39649,36.02399,,
2837,,宋紹明,鄒平,117.72535,36.8847,,
2839,,謝文禧,濟南,117,36.65,,
2841,,葉懋,鄱陽,116.66383,28.99417,,
2845,,趙肅,吳興,120.1,30.86,,
2851,,林志堅,廣陵,114.27605,39.76355,,
2852,,朱孔昭,贛州,114.93248,25.847,,
2855,,李克敏,韓城,110.43764,35.46594,,
2860,,李欽古,鎮陽人,113.37,38.01,,
2862,,楊鑄,進賢,116.25907,28.36448,,
2864,,張曾,趙州,114.77218,37.75293,,
2865,,李國鳳,濟南,117,36.65,,
2867,,蕭基,泰和,114.89487,26.7921,,
2868,,張順祖,天台,121.02656,29.13826,,
2869,,王大本,寧海,121.42555,29.28362,,
2874,,柴登,南和,114.68731,36.99957,,
2876,,趙恒,睢陽,115.64607,34.44766,,
2879,,周原誠,石泉,108.25346,33.04337,,
2880,,蕭飛鳳,廬陵,114.97128,27.10324,,
2883,,張世傑,滋陽,116.82253,35.55565,,
2884,,洪贇,遂安,118.7384,29.48077,,
2887,,饒介,臨川,116.35134,27.98478,,
2888,,黄鄰,諸暨,120.22766,29.71314,,
2892,,葉廣居,嘉禾,112.35869,25.58699,,
2894,,嚴彌堅,上饒,117.96489,28.45069,,
2895,,賈良,宿松,116.1142,30.15121,,
2896,,翟祺,河東,110.33231,34.83513,,
2898,,釋自恢,豫章,115.89772,28.6749,,
2901,,程國儒,徽州,106.08667,33.77755,,
2903,,徐勉之,鄱陽,116.66383,28.99417,,
2905,,周衡,梁溪,120.29,31.59,,
2909,,高昇之,江陰,120.26609,31.90877,,
2910,,孔汭,曲阜,116.98606,35.59755,,
2913,,尹具瞻,滇城,102.73,25.04,,
2914,,許德柔,鹽官,120.5375,30.40628,,
2915,,釋萬金,吳郡,120.61862,31.31271,,
2917,,白惟中,濩澤,112.418,35.49059,,
2918,,葛元喆,金谿,116.77626,27.91008,,
2919,,郭晉,太平,118.12315,30.29855,,
2920,,楊子春,蜀郡,104.078,30.65038,,
2921,,張守正,真定,114.56364,38.14011,,
2922,,羅儆,廬陵,114.97128,27.10324,,
2923,,錢鼒,湖州,120.09931,30.86496,,
2926,,景星,餘姚,121.15276,30.04907,,
2928,,宋杞,錢塘,120.16862,30.29412,,
2930,,羅良,長汀,116.34954,25.83338,,
2934,,張舜咨,錢塘,120.16862,30.29412,,
2935,,張熙,天台,121.02656,29.13826,,
2936,,魏志遠,宜川,110.16488,36.04517,,
2937,,觀保,高昌,89.5878,42.7987,,
2938,,焦允中,澤州,112.83916,35.50432,,
2941,,陳嘉績,會稽,120.57826,30.00452,,
2943,,張翮,下蔡,116.72009,32.70558,,
2947,,章琬,龍洲,104.7,31.8,,
2948,,張璲,修武,113.43484,35.2312,,
2950,,陳竑愿,建安,118.32378,27.03886,,
2951,,尚士明,并州,112.53,37.87,,
2952,,戰惟肅,杭州,120.16862,30.29412,,
2953,,潘元明,海陵,119.91124,32.49587,,
2955,,王宥,紹興,120.58,30.01,,
2956,,陳德永,黄巖,121.27,28.64,,
2957,,童梓,蘭溪,119.47885,29.20445,,
2959,,曹玄,常熟,120.73379,31.64658,,
2960,,蔡深,樂平,117.12,28.97,,
2961,,顏六奇,吉水,115.13225,27.21437,,
2962,,鄒奕,吳江,120.63779,31.16706,,
2966,,王至,餘姚,121.15276,30.04907,,
2970,,曹睿,永嘉,120.65322,28.01829,,
2971,,倪尚誼,休寧,118.17577,29.78119,,
2975,,楊漢卿,潞州,113.10349,36.18354,,
2977,,皇甫本,安陽,114.3455,36.09834,,
2980,,吳明,大同,113.29639,40.09284,,
2987,,范洪文,甬上,121.56,29.86,,
2994,,塵相山,鄱陽,116.66383,28.99417,,
2996,,俞皋,婺源,117.84459,29.24473,,
2997,,段承祚,稷山,110.97883,35.60216,,
3001,,趙觀,河間,116.08553,38.4357,,
3003,,趙友士,建安,118.32378,27.03886,,
3006,,趙淮賢,崞縣,112.75152,38.88332,,
3007,,馬之美,壺關,113.19962,36.1135,,
3008,,姚珩,河内,112.92,35.08,,
3011,,晉懸,永嘉,120.65322,28.01829,,
3012,,汪景浩,六安,116.49412,31.7546,,
3013,,汪九成,婺源,117.84459,29.24473,,
3014,,汪廷鳳,浮梁,117.23636,29.38274,,
3015,,紇石烈希元,大都,116.46,39.92,,
3018,,察罕帖木兒,沈丘,115.14233,33.17888,,
3021,,劉思溫,蒙陰,117.92838,35.71375,,
3025,,劉廷闈,安城,116.69,39.52,,
3029,,黄瑞節,安福,114.60845,27.38246,,
3030,,李會,壽陽,113.16871,37.88678,,
3031,,李薦,贊皇,114.37698,37.66266,,
3044,,史君,鎮陽,113.37,38.01,,
3045,,甘立,陳留,114.52453,34.6732,,
3047,,丘宗,吳縣,120.61862,31.31271,,
3049,,左弘道,嘉興,120.7532,30.76747,,
3051,,宋九嘉,郃縣,116,36.95,,
3052,,林右,天台,121.02656,29.13826,,
3053,,宋德潤,崑山,120.94823,31.38611,,
3056,,康存誠,定遠,117.67569,32.53025,,
3062,,郭則正,廬陵,114.97128,27.10324,,
3067,,杜友開,江陰,120.26609,31.90877,,
3080,,萬規,温州,120.65,28.01,,
3087,,譙希亮,射洪,105.27602,30.98916,,
3096,,朱體仁,許昌,114.0163,34.16586,,
3113,,徐昭文,上虞,120.97359,29.95265,,
3114,,徐容,信州,117.96489,28.45069,,
3121,,朱同,新安,115.92821,38.92518,,
3123,,李作霖,平陽,120.55644,27.67572,,
3127,,李丙奎,袁州,114.37588,27.79427,,
3128,,李桂高,番禺,113.25607,23.13462,,
3130,,李夢陽,大梁,114.35,34.79,,
3134,,馮寅賓,永新,114.23687,26.94556,,
3140,,江存禮,武昌,114.87991,30.40272,,
3142,,江濬,婺源,117.84459,29.24473,,
3144,,柯道冲,金陵,118.78,32.04,,
3155,,陳楚春,臨武,112.53838,25.28151,,
3158,,陳恬,上虞,120.97359,29.95265,,
3159,,陳子翬,奉化,121.40691,29.65166,,
3161,,陳肯堂,滿城,115.31562,38.94772,,
3171,,陳沅,剡源,120.89,29.49,,
3184,,曹希周,興寧,113.40067,25.96988,,
3185,,方時發,青陽,117.86305,30.63664,,
3186,,莫士安,江陰,120.26609,31.90877,,
3188,,方惟糙,睦州,119.49886,29.54448,,
3189,,崔榮,章邱,117.46158,36.75417,,
3190,,畢仲永,休寧,118.17577,29.78119,,
3191,,孔天鑑,洪洞,111.68292,36.2594,,
3192,,尹貫道,茶陵,113.55217,26.80198,,
3193,,曹大清,太谷,112.55276,37.42551,,
3196,,孔敬周,曲阜,116.98606,35.59755,,
3204,,王文炳,益都,118.4781,36.69748,,
3205,,周如砥,即墨,120.45041,36.38211,,
3207,,周景昌,安福,114.60845,27.38246,,
3208,,周山堂,羅山,114.52224,32.20237,,
3214,,張祖信,章邱,117.46158,36.75417,,
3218,,張垕,臨沂,118.34095,35.07156,,
3219,,張昌,平陽,120.55644,27.67572,,
3226,,王惠,武連,105.28281,31.89395,,
3227,,王炤,熊岳,122.37,40.42,,
3243,,趙偕,慈溪,121.4442,29.9792,,
3244,,王沂,雲中,113.29639,40.09284,,
3245,,吕溥,永康,120.02525,28.89727,,
3246,,吳倧,歙縣,118.43394,29.86577,,
3247,,王冕,諸暨,120.22766,29.71314,,
3249,,胡天游,平江,113.57494,28.70981,,
3250,,吳皋,臨川,116.35134,27.98478,,
3251,,葉顒,金華,119.64992,29.10471,,
3252,,甘復,餘干,116.682,28.69155,,
3253,,劉仁本,天台,121.02656,29.13826,,
3254,,楊翮,上元,118.76899,32.05256,,
3255,,邵亨貞,淳安,118.96516,29.61229,,
3256,,王禮,廬陵,114.97128,27.10324,,
3257,,陳高,平陽,120.55644,27.67572,,
3258,,李繼本,東安,111.22209,26.332,,
